Titulo;Temporada;Estudios;Temas;Generos;Estreia;Transmissão;Nota;Qntd Avaliações;Faixa-etaria;Qntd de Membros;Favoritado por;Produtores;Distribuidores
"My Home Hero";"spring";"Tezuka Productions";"Adult Cast|Organized Crime";"Drama|Suspense";"02/04/2023";"Sundays at 23:30 (JST)";"7.06";"46.744";"R - 17+ (violence & profanity)";"127.439";"437";"Dentsu|Kodansha|Nippon Columbia|KlockWorx|81 Produce|Crunchyroll|BS NTV|AQUA ARIS|Bibury Animation CG";"N/A"
"Yuusha ga Shinda!";"spring";"LIDENFILMS";"Harem|Parody";"Action|Comedy|Fantasy|Ecchi";"07/04/2023";"Fridays at 01:00 (JST)";"6.62";"51.848";"PG-13 - Teens 13 or older";"124.014";"375";"Pony Canyon|Tohokushinsha Film Corporation|Shogakukan|Crunchyroll|WOWMAX";"N/A"
"Megami no Café Terrace";"spring";"Tezuka Productions";"Adult Cast|Harem";"Comedy|Romance|Ecchi";"08/04/2023";"Saturdays at 01:25 (JST)";"7.32";"54.620";"PG-13 - Teens 13 or older";"122.467";"618";"Marvelous Entertainment|Mainichi Broadcasting System|Kodansha|Half H.P Studio";"N/A"
"Kimetsu no Yaiba: Katanakaji no Sato-hen";"spring";"ufotable";"Historical";"Action|Fantasy";"09/04/2023";"Sundays at 23:15 (JST)";"8.22";"507.592";"R - 17+ (violence & profanity)";"865.709";"9.427";"Aniplex|Shueisha";"Aniplex of America"
"""Oshi no Ko""";"spring";"Doga Kobo";"Reincarnation|Showbiz";"Award Winning|Drama|Supernatural";"12/04/2023";"Wednesdays at 23:00 (JST)";"8.63";"486.733";"PG-13 - Teens 13 or older";"826.288";"28.194";"Delfi Sound|Shueisha|CyberAgent|Kadokawa";"Sentai Filmworks"
"Jigokuraku";"spring";"MAPPA";"Gore|Historical|Samurai";"Action|Adventure|Fantasy";"01/04/2023";"Saturdays at 23:00 (JST)";"8.1";"377.658";"R - 17+ (violence & profanity)";"707.372";"7.807";"Twin Engine";"Crunchyroll"
"Mashle";"spring";"A-1 Pictures";"Gag Humor|Parody|School";"Action|Comedy|Fantasy";"08/04/2023";"Saturdays at 00:00 (JST)";"7.62";"322.718";"PG-13 - Teens 13 or older";"584.745";"3.951";"Aniplex|Asatsu DK|Shueisha|INSPION Edge";"Aniplex of America"
"Tengoku Daimakyou";"spring";"Production I.G";"N/A";"Adventure|Mystery|Sci-Fi";"01/04/2023";"Saturdays at 22:00 (JST)";"8.21";"228.139";"R - 17+ (violence & profanity)";"494.420";"5.889";"Mainichi Broadcasting System|Kodansha|NBCUniversal Entertainment Japan|Avex Pictures|NetEase";"N/A"
"Dr. Stone: New World";"spring";"TMS Entertainment";"N/A";"Adventure|Comedy|Sci-Fi";"06/04/2023";"Thursdays at 22:30 (JST)";"8.15";"209.725";"PG-13 - Teens 13 or older";"473.944";"3.121";"TOHO animation|Shueisha";"Crunchyroll"
"Yamada-kun to Lv999 no Koi wo Suru";"spring";"Madhouse";"Video Game";"Romance";"02/04/2023";"Sundays at 00:30 (JST)";"7.8";"217.110";"PG-13 - Teens 13 or older";"420.602";"4.391";"Aniplex|Movic|Tokyo MX|BS11|Egg Firm|Kadokawa|COMICSMART";"Aniplex of America"
"Kono Subarashii Sekai ni Bakuen wo!";"spring";"Drive";"N/A";"Comedy|Fantasy";"06/04/2023";"Thursdays at 01:00 (JST)";"7.49";"134.112";"PG-13 - Teens 13 or older";"328.131";"1.837";"Half H.P Studio|Nippon Columbia|Atelier Musa|81 Produce|Sammy|Kadokawa";"Crunchyroll"
"Boku no Kokoro no Yabai Yatsu";"spring";"Shin-Ei Animation";"School";"Comedy|Romance";"02/04/2023";"Sundays at 01:30 (JST)";"8.24";"160.248";"PG-13 - Teens 13 or older";"314.416";"4.775";"Dentsu|TV Asahi|Movic|Magic Capsule|Avex Pictures|Akita Shoten|BS Asahi|TV Asahi Music";"Sentai Filmworks"
"Isekai de Cheat Skill wo Te ni Shita Ore wa, Genjitsu Sekai wo mo Musou Suru: Level Up wa Jinsei wo Kaeta";"spring";"Millepensee";"Isekai|School";"Action|Adventure|Fantasy";"07/04/2023";"Fridays at 00:30 (JST)";"6.35";"163.667";"PG-13 - Teens 13 or older";"301.436";"2.194";"TMS Entertainment|Tokyo MX|BS11|Kadokawa|CTW";"Crunchyroll"
"Skip to Loafer";"spring";"P.A. Works";"School";"Drama";"04/04/2023";"Tuesdays at 23:00 (JST)";"8.13";"127.171";"PG-13 - Teens 13 or older";"273.906";"3.166";"Kodansha|Kansai Telecasting|Crunchyroll|A-Sketch|DMM pictures|DMM Music|NetEase";"N/A"
"Tonikaku Kawaii 2nd Season";"spring";"Seven Arcs";"N/A";"Comedy|Romance";"08/04/2023";"Saturdays at 01:05 (JST)";"7.6";"82.339";"PG-13 - Teens 13 or older";"249.761";"2.513";"Shogakukan-Shueisha Productions|Warner Bros. Japan|KlockWorx|Shogakukan|Crunchyroll";"N/A"
"Dead Mount Death Play";"spring";"Geek Toys";"Reincarnation";"Action|Fantasy|Supernatural";"11/04/2023";"Tuesdays at 00:00 (JST)";"7.29";"102.312";"R - 17+ (violence & profanity)";"231.853";"1.188";"Square Enix|Movic|Half H.P Studio|F.M.F|King Records|Crunchyroll|Kadokawa Media House|Geek Pictures";"N/A"
"Kimi wa Houkago Insomnia";"spring";"LIDENFILMS";"School";"Romance";"11/04/2023";"Tuesdays at 00:00 (JST)";"8.07";"82.756";"PG-13 - Teens 13 or older";"217.079";"1.925";"TV Tokyo|Pony Canyon|Ultra Super Pictures|Shogakukan|MAGNET|CHOCOLATE";"Sentai Filmworks"
"Kaminaki Sekai no Kamisama Katsudou";"spring";"Studio Palette";"Isekai|Parody";"Action|Comedy|Fantasy";"06/04/2023";"Thursdays at 01:30 (JST)";"6.72";"83.242";"R - 17+ (violence & profanity)";"186.096";"682";"Lantis|DAX Production|Kansai Telecasting|BS NTV|Kadokawa|MAGNET|Bandai Namco Music Live";"Crunchyroll"
"Mahoutsukai no Yome Season 2";"spring";"Studio Kafka";"Mythology|School";"Drama|Fantasy|Romance";"06/04/2023";"Thursdays at 22:00 (JST)";"7.76";"59.763";"PG-13 - Teens 13 or older";"183.347";"1.030";"flying DOG|Sound Team Don Juan|bilibili|Mag Garden|Chiptune|Twin Engine";"Crunchyroll"
"Tensei Kizoku no Isekai Boukenroku: Jichou wo Shiranai Kamigami no Shito";"spring";"Magic Bus|EMT Squared";"Harem|Isekai|Reincarnation";"Action|Fantasy|Romance";"03/04/2023";"Mondays at 00:00 (JST)";"6.67";"89.350";"PG-13 - Teens 13 or older";"168.738";"917";"Nippon Columbia|Studio Mausu|Docomo Anime Store|BS11|Crunchyroll|Yomiuri TV Enterprise|Happinet Phantom Studios|Tohjak|Hifumi Shobo";"N/A"
"Isekai Shoukan wa Nidome desu";"spring";"Studio Elle";"Harem|Isekai";"Adventure|Comedy|Fantasy|Romance";"09/04/2023";"Sundays at 02:00 (JST)";"5.67";"60.104";"PG-13 - Teens 13 or older";"153.038";"763";"Futabasha|BS11|ABC Animation|Jinnan Studio|Bushiroad Move|Crest";"N/A"
"Kanojo ga Koushaku-tei ni Itta Riyuu";"spring";"Typhoon Graphics";"Isekai|Reincarnation";"Fantasy|Romance";"10/04/2023";"Mondays at 21:30 (JST)";"7.53";"67.226";"PG-13 - Teens 13 or older";"148.287";"1.391";"Frontier Works|Lantis|AT-X|Glovision|Crunchyroll|Kadokawa|arma bianca|Bandai Namco Music Live|Happinet Phantom Studios|D&C WEBTOON Biz";"N/A"
"Otonari ni Ginga";"spring";"Asahi Production";"Childcare|Otaku Culture";"Romance|Supernatural";"09/04/2023";"Sundays at 01:30 (JST)";"7.14";"56.199";"PG-13 - Teens 13 or older";"144.377";"578";"Kodansha|KlockWorx|King Records|Crunchyroll";"N/A"
"Ousama Ranking: Yuuki no Takarabako";"spring";"Wit Studio";"N/A";"Adventure|Fantasy";"14/04/2023";"Fridays at 00:55 (JST)";"7.31";"37.788";"PG-13 - Teens 13 or older";"139.421";"596";"Aniplex|Dentsu|Fuji TV|Kadokawa|Bandai Spirits";"N/A"
"Isekai wa Smartphone to Tomo ni. 2";"spring";"J.C.Staff";"Harem|Isekai";"Adventure|Comedy|Fantasy|Romance";"03/04/2023";"Mondays at 23:30 (JST)";"6.43";"55.927";"PG-13 - Teens 13 or older";"137.709";"1.073";"Sotsu|MediaNet|Pony Canyon|AT-X|Asmik Ace|Hobby Japan|81 Produce|Kadokawa|CTW";"Crunchyroll"
"My Home Hero";"spring";"Tezuka Productions";"Adult Cast|Organized Crime";"Drama|Suspense";"02/04/2023";"Sundays at 23:30 (JST)";"7.06";"46.744";"R - 17+ (violence & profanity)";"127.439";"437";"Dentsu|Kodansha|Nippon Columbia|KlockWorx|81 Produce|Crunchyroll|BS NTV|AQUA ARIS|Bibury Animation CG";"N/A"
"Yuusha ga Shinda!";"spring";"LIDENFILMS";"Harem|Parody";"Action|Comedy|Fantasy|Ecchi";"07/04/2023";"Fridays at 01:00 (JST)";"6.62";"51.848";"PG-13 - Teens 13 or older";"124.014";"375";"Pony Canyon|Tohokushinsha Film Corporation|Shogakukan|Crunchyroll|WOWMAX";"N/A"
"Megami no Café Terrace";"spring";"Tezuka Productions";"Adult Cast|Harem";"Comedy|Romance|Ecchi";"08/04/2023";"Saturdays at 01:25 (JST)";"7.32";"54.620";"PG-13 - Teens 13 or older";"122.467";"618";"Marvelous Entertainment|Mainichi Broadcasting System|Kodansha|Half H.P Studio";"N/A"
"Kimetsu no Yaiba: Katanakaji no Sato-hen";"spring";"ufotable";"Historical";"Action|Fantasy";"09/04/2023";"Sundays at 23:15 (JST)";"8.22";"507.592";"R - 17+ (violence & profanity)";"865.709";"9.427";"Aniplex|Shueisha";"Aniplex of America"
"""Oshi no Ko""";"spring";"Doga Kobo";"Reincarnation|Showbiz";"Award Winning|Drama|Supernatural";"12/04/2023";"Wednesdays at 23:00 (JST)";"8.63";"486.733";"PG-13 - Teens 13 or older";"826.288";"28.194";"Delfi Sound|Shueisha|CyberAgent|Kadokawa";"Sentai Filmworks"
"Jigokuraku";"spring";"MAPPA";"Gore|Historical|Samurai";"Action|Adventure|Fantasy";"01/04/2023";"Saturdays at 23:00 (JST)";"8.1";"377.658";"R - 17+ (violence & profanity)";"707.372";"7.807";"Twin Engine";"Crunchyroll"
"Mashle";"spring";"A-1 Pictures";"Gag Humor|Parody|School";"Action|Comedy|Fantasy";"08/04/2023";"Saturdays at 00:00 (JST)";"7.62";"322.718";"PG-13 - Teens 13 or older";"584.745";"3.951";"Aniplex|Asatsu DK|Shueisha|INSPION Edge";"Aniplex of America"
"Tengoku Daimakyou";"spring";"Production I.G";"N/A";"Adventure|Mystery|Sci-Fi";"01/04/2023";"Saturdays at 22:00 (JST)";"8.21";"228.139";"R - 17+ (violence & profanity)";"494.420";"5.889";"Mainichi Broadcasting System|Kodansha|NBCUniversal Entertainment Japan|Avex Pictures|NetEase";"N/A"
"Dr. Stone: New World";"spring";"TMS Entertainment";"N/A";"Adventure|Comedy|Sci-Fi";"06/04/2023";"Thursdays at 22:30 (JST)";"8.15";"209.725";"PG-13 - Teens 13 or older";"473.944";"3.121";"TOHO animation|Shueisha";"Crunchyroll"
"Yamada-kun to Lv999 no Koi wo Suru";"spring";"Madhouse";"Video Game";"Romance";"02/04/2023";"Sundays at 00:30 (JST)";"7.8";"217.110";"PG-13 - Teens 13 or older";"420.602";"4.391";"Aniplex|Movic|Tokyo MX|BS11|Egg Firm|Kadokawa|COMICSMART";"Aniplex of America"
"Kono Subarashii Sekai ni Bakuen wo!";"spring";"Drive";"N/A";"Comedy|Fantasy";"06/04/2023";"Thursdays at 01:00 (JST)";"7.49";"134.112";"PG-13 - Teens 13 or older";"328.131";"1.837";"Half H.P Studio|Nippon Columbia|Atelier Musa|81 Produce|Sammy|Kadokawa";"Crunchyroll"
"Boku no Kokoro no Yabai Yatsu";"spring";"Shin-Ei Animation";"School";"Comedy|Romance";"02/04/2023";"Sundays at 01:30 (JST)";"8.24";"160.248";"PG-13 - Teens 13 or older";"314.416";"4.775";"Dentsu|TV Asahi|Movic|Magic Capsule|Avex Pictures|Akita Shoten|BS Asahi|TV Asahi Music";"Sentai Filmworks"
"Isekai de Cheat Skill wo Te ni Shita Ore wa, Genjitsu Sekai wo mo Musou Suru: Level Up wa Jinsei wo Kaeta";"spring";"Millepensee";"Isekai|School";"Action|Adventure|Fantasy";"07/04/2023";"Fridays at 00:30 (JST)";"6.35";"163.667";"PG-13 - Teens 13 or older";"301.436";"2.194";"TMS Entertainment|Tokyo MX|BS11|Kadokawa|CTW";"Crunchyroll"
"Skip to Loafer";"spring";"P.A. Works";"School";"Drama";"04/04/2023";"Tuesdays at 23:00 (JST)";"8.13";"127.171";"PG-13 - Teens 13 or older";"273.906";"3.166";"Kodansha|Kansai Telecasting|Crunchyroll|A-Sketch|DMM pictures|DMM Music|NetEase";"N/A"
"Tonikaku Kawaii 2nd Season";"spring";"Seven Arcs";"N/A";"Comedy|Romance";"08/04/2023";"Saturdays at 01:05 (JST)";"7.6";"82.339";"PG-13 - Teens 13 or older";"249.761";"2.513";"Shogakukan-Shueisha Productions|Warner Bros. Japan|KlockWorx|Shogakukan|Crunchyroll";"N/A"
"Dead Mount Death Play";"spring";"Geek Toys";"Reincarnation";"Action|Fantasy|Supernatural";"11/04/2023";"Tuesdays at 00:00 (JST)";"7.29";"102.312";"R - 17+ (violence & profanity)";"231.853";"1.188";"Square Enix|Movic|Half H.P Studio|F.M.F|King Records|Crunchyroll|Kadokawa Media House|Geek Pictures";"N/A"
"Kimi wa Houkago Insomnia";"spring";"LIDENFILMS";"School";"Romance";"11/04/2023";"Tuesdays at 00:00 (JST)";"8.07";"82.756";"PG-13 - Teens 13 or older";"217.079";"1.925";"TV Tokyo|Pony Canyon|Ultra Super Pictures|Shogakukan|MAGNET|CHOCOLATE";"Sentai Filmworks"
"Kaminaki Sekai no Kamisama Katsudou";"spring";"Studio Palette";"Isekai|Parody";"Action|Comedy|Fantasy";"06/04/2023";"Thursdays at 01:30 (JST)";"6.72";"83.242";"R - 17+ (violence & profanity)";"186.096";"682";"Lantis|DAX Production|Kansai Telecasting|BS NTV|Kadokawa|MAGNET|Bandai Namco Music Live";"Crunchyroll"
"Mahoutsukai no Yome Season 2";"spring";"Studio Kafka";"Mythology|School";"Drama|Fantasy|Romance";"06/04/2023";"Thursdays at 22:00 (JST)";"7.76";"59.763";"PG-13 - Teens 13 or older";"183.347";"1.030";"flying DOG|Sound Team Don Juan|bilibili|Mag Garden|Chiptune|Twin Engine";"Crunchyroll"
"Tensei Kizoku no Isekai Boukenroku: Jichou wo Shiranai Kamigami no Shito";"spring";"Magic Bus|EMT Squared";"Harem|Isekai|Reincarnation";"Action|Fantasy|Romance";"03/04/2023";"Mondays at 00:00 (JST)";"6.67";"89.350";"PG-13 - Teens 13 or older";"168.738";"917";"Nippon Columbia|Studio Mausu|Docomo Anime Store|BS11|Crunchyroll|Yomiuri TV Enterprise|Happinet Phantom Studios|Tohjak|Hifumi Shobo";"N/A"
"Isekai Shoukan wa Nidome desu";"spring";"Studio Elle";"Harem|Isekai";"Adventure|Comedy|Fantasy|Romance";"09/04/2023";"Sundays at 02:00 (JST)";"5.67";"60.104";"PG-13 - Teens 13 or older";"153.038";"763";"Futabasha|BS11|ABC Animation|Jinnan Studio|Bushiroad Move|Crest";"N/A"
"Kanojo ga Koushaku-tei ni Itta Riyuu";"spring";"Typhoon Graphics";"Isekai|Reincarnation";"Fantasy|Romance";"10/04/2023";"Mondays at 21:30 (JST)";"7.53";"67.226";"PG-13 - Teens 13 or older";"148.287";"1.391";"Frontier Works|Lantis|AT-X|Glovision|Crunchyroll|Kadokawa|arma bianca|Bandai Namco Music Live|Happinet Phantom Studios|D&C WEBTOON Biz";"N/A"
"Otonari ni Ginga";"spring";"Asahi Production";"Childcare|Otaku Culture";"Romance|Supernatural";"09/04/2023";"Sundays at 01:30 (JST)";"7.14";"56.199";"PG-13 - Teens 13 or older";"144.377";"578";"Kodansha|KlockWorx|King Records|Crunchyroll";"N/A"
"Ousama Ranking: Yuuki no Takarabako";"spring";"Wit Studio";"N/A";"Adventure|Fantasy";"14/04/2023";"Fridays at 00:55 (JST)";"7.31";"37.788";"PG-13 - Teens 13 or older";"139.421";"596";"Aniplex|Dentsu|Fuji TV|Kadokawa|Bandai Spirits";"N/A"
"Isekai wa Smartphone to Tomo ni. 2";"spring";"J.C.Staff";"Harem|Isekai";"Adventure|Comedy|Fantasy|Romance";"03/04/2023";"Mondays at 23:30 (JST)";"6.43";"55.927";"PG-13 - Teens 13 or older";"137.709";"1.073";"Sotsu|MediaNet|Pony Canyon|AT-X|Asmik Ace|Hobby Japan|81 Produce|Kadokawa|CTW";"Crunchyroll"
"My Home Hero";"spring";"Tezuka Productions";"Adult Cast|Organized Crime";"Drama|Suspense";"02/04/2023";"Sundays at 23:30 (JST)";"7.06";"46.744";"R - 17+ (violence & profanity)";"127.439";"437";"Dentsu|Kodansha|Nippon Columbia|KlockWorx|81 Produce|Crunchyroll|BS NTV|AQUA ARIS|Bibury Animation CG";"N/A"
"Yuusha ga Shinda!";"spring";"LIDENFILMS";"Harem|Parody";"Action|Comedy|Fantasy|Ecchi";"07/04/2023";"Fridays at 01:00 (JST)";"6.62";"51.848";"PG-13 - Teens 13 or older";"124.014";"375";"Pony Canyon|Tohokushinsha Film Corporation|Shogakukan|Crunchyroll|WOWMAX";"N/A"
"Megami no Café Terrace";"spring";"Tezuka Productions";"Adult Cast|Harem";"Comedy|Romance|Ecchi";"08/04/2023";"Saturdays at 01:25 (JST)";"7.32";"54.620";"PG-13 - Teens 13 or older";"122.467";"618";"Marvelous Entertainment|Mainichi Broadcasting System|Kodansha|Half H.P Studio";"N/A"
"Jujutsu Kaisen 2nd Season";"summer";"MAPPA";"Gore|School";"Action|Fantasy";"06/07/2023";"Thursdays at 23:56 (JST)";"8.81";"540.506";"R - 17+ (violence & profanity)";"996.894";"22.371";"Mainichi Broadcasting System|TOHO animation|Shueisha|dugout|Sumzap";"N/A"
"Mushoku Tensei II: Isekai Ittara Honki Dasu";"summer";"Studio Bind";"Isekai|Reincarnation";"Adventure|Drama|Fantasy|Ecchi";"10/07/2023";"Mondays at 00:00 (JST)";"8.25";"326.026";"R - 17+ (violence & profanity)";"580.654";"7.105";"Frontier Works|TOHO|TOHO animation|Hakuhodo DY Music & Pictures|BS11|Egg Firm|Kadokawa|GREE Entertainment";"N/A"
"Zom 100: Zombie ni Naru made ni Shitai 100 no Koto";"summer";"BUG FILMS";"Adult Cast|Survival";"Action|Comedy|Horror|Supernatural|Suspense";"09/07/2023";"Sundays at 17:00 (JST)";"7.79";"250.391";"R - 17+ (violence & profanity)";"546.830";"3.966";"Shogakukan-Shueisha Productions|Shogakukan|dugout";"VIZ Media"
"Horimiya: Piece";"summer";"CloverWorks";"School";"Romance";"01/07/2023";"Saturdays at 23:30 (JST)";"8.18";"143.507";"PG-13 - Teens 13 or older";"334.488";"2.697";"Aniplex|Square Enix|Mainichi Broadcasting System|Movic|Kanetsu Investment|Global Solutions|Mirai-Kojo";"N/A"
"Bleach: Sennen Kessen-hen - Ketsubetsu-tan";"summer";"Pierrot";"N/A";"Action|Adventure|Fantasy";"08/07/2023";"Saturdays at 23:00 (JST)";"8.69";"153.273";"R - 17+ (violence & profanity)";"287.103";"4.304";"TV Tokyo|Aniplex|Dentsu|Shueisha|Zack Promotion";"VIZ Media"
"Watashi no Shiawase na Kekkon";"summer";"Kinema Citrus";"Adult Cast|Historical";"Drama|Fantasy|Romance";"05/07/2023";"Wednesdays at 23:30 (JST)";"7.74";"142.361";"PG-13 - Teens 13 or older";"286.963";"2.842";"Square Enix|Glovision|Toy's Factory|Miracle Bus|Kadokawa|Bandai Namco Music Live";"N/A"
"Masamune-kun no Revenge R";"summer";"SILVER LINK.";"Harem|School";"Comedy|Romance";"03/07/2023";"Mondays at 21:00 (JST)";"7.23";"77.497";"PG-13 - Teens 13 or older";"206.722";"1.308";"Lantis|AT-X|KlockWorx|BS Fuji|Tokyo MX|Crunchyroll|Ichijinsha|FuRyu|Lawson Entertainment|Bandai Namco Music Live";"N/A"
"Suki na Ko ga Megane wo Wasureta";"summer";"GoHands";"Romantic Subtext|School";"Comedy";"04/07/2023";"Tuesdays at 23:00 (JST)";"7.13";"74.000";"PG-13 - Teens 13 or older";"193.737";"1.420";"Square Enix|Shochiku|flying DOG|Tokyo MX|Glovision|Hakuhodo DY Music & Pictures|U-NEXT|FuRyu|BS Asahi";"N/A"
"Bungou Stray Dogs 5th Season";"summer";"Bones";"Adult Cast|Detective|Organized Crime|Super Power|Vampire";"Action|Mystery|Supernatural";"12/07/2023";"Wednesdays at 23:00 (JST)";"8.64";"86.195";"R - 17+ (violence & profanity)";"192.133";"2.366";"WOWOW|Lantis|Movic|Glovision|Crunchyroll|Sunrise Music|Kadokawa|Sony Music Solutions|Bandai Namco Music Live";"N/A"
"Kanojo, Okarishimasu 3rd Season";"summer";"TMS Entertainment";"Adult Cast|Harem";"Comedy|Romance";"08/07/2023";"Saturdays at 01:23 (JST)";"7.05";"76.199";"PG-13 - Teens 13 or older";"174.501";"963";"Mainichi Broadcasting System|Kodansha|DMM.com";"N/A"
"Yumemiru Danshi wa Genjitsushugisha";"summer";"Studio Gokumi|AXsiZ";"School";"Comedy|Romance";"04/07/2023";"Tuesdays at 02:00 (JST)";"6.62";"75.679";"PG-13 - Teens 13 or older";"158.921";"1.003";"Pony Canyon|DAX Production|Hobby Japan|BS NTV|MAGNET";"Sentai Filmworks"
"Jitsu wa Ore, Saikyou deshita?";"summer";"Staple Entertainment";"Isekai|Reincarnation";"Adventure|Fantasy";"02/07/2023";"Sundays at 02:00 (JST)";"6.49";"77.904";"PG-13 - Teens 13 or older";"157.490";"546";"Kodansha|DAX Production|Avex Pictures|Crunchyroll|ABC Animation|MAGNET|ADK Marketing Solutions";"N/A"
"Nanatsu no Maken ga Shihai suru";"summer";"J.C.Staff";"School";"Action|Fantasy";"08/07/2023";"Saturdays at 00:30 (JST)";"6.56";"58.303";"PG-13 - Teens 13 or older";"150.748";"778";"Sotsu|Lantis|Movic|Magic Capsule|Warner Bros. Japan|KlockWorx|Tokyo MX|BS11|Konami Digital Entertainment|Kadokawa|Bandai Namco Music Live";"N/A"
"Undead Girl Murder Farce";"summer";"Lapin Track";"Adult Cast|Detective|Historical|Vampire";"Fantasy|Mystery";"06/07/2023";"Thursdays at 00:55 (JST)";"7.88";"63.191";"R - 17+ (violence & profanity)";"149.369";"790";"Dentsu|Kodansha|Fuji TV|KlockWorx|BS Fuji|Crunchyroll|Tohan Corporation|NetEase";"N/A"
"Liar Liar";"summer";"Geek Toys";"Psychological|School|Strategy Game";"Suspense";"08/07/2023";"Saturdays at 22:30 (JST)";"6.31";"56.920";"PG-13 - Teens 13 or older";"147.167";"690";"Shochiku|Tokyo MX|CyberAgent|Kadokawa|BS Asahi|Bushiroad Move|Geek Pictures|qooop";"N/A"
"Dark Gathering";"summer";"OLM";"Gore";"Horror|Supernatural";"10/07/2023";"Mondays at 01:05 (JST)";"7.84";"43.242";"R - 17+ (violence & profanity)";"139.849";"1.045";"Sotsu|Pony Canyon|Kansai Telecasting|NetEase|BS Asahi|CHOCOLATE";"Sentai Filmworks"
"Hataraku Maou-sama!! 2nd Season";"summer";"Studio 3Hz";"Mythology|Workplace";"Comedy|Fantasy";"13/07/2023";"Thursdays at 23:30 (JST)";"6.66";"45.147";"PG-13 - Teens 13 or older";"139.064";"326";"Sotsu|Lantis|Movic|KlockWorx|Tokyo MX|Hakuhodo DY Music & Pictures|BS11|Kadokawa|Bandai Namco Music Live|Happinet Phantom Studios";"N/A"
"Jidou Hanbaiki ni Umarekawatta Ore wa Meikyuu wo Samayou";"summer";"Studio Gokumi|AXsiZ";"Isekai|Reincarnation";"Comedy|Fantasy";"05/07/2023";"Wednesdays at 22:00 (JST)";"6.49";"66.263";"PG-13 - Teens 13 or older";"135.122";"350";"VAP|Slow Curve|Nippon Television Network|Nippon Television Music|Yomiuri TV Enterprise|BS NTV|NetEase|NTV Wands";"N/A"
"Rurouni Kenshin: Meiji Kenkaku Romantan (2023)";"summer";"LIDENFILMS";"Historical|Samurai";"Action";"07/07/2023";"Fridays at 00:55 (JST)";"7.6";"40.137";"PG-13 - Teens 13 or older";"118.626";"747";"Aniplex|Dentsu|Animax|Fuji TV|Shueisha";"Aniplex of America"
"Eiyuu Kyoushitsu";"summer";"Actas";"Harem|School";"Action|Fantasy|Ecchi";"09/07/2023";"Sundays at 23:00 (JST)";"6.06";"43.957";"PG-13 - Teens 13 or older";"115.586";"473";"Square Enix|Lantis|Movic|Shueisha|Jinnan Studio|Tencent Japan|Bandai Namco Filmworks|Bandai Namco Music Live";"Crunchyroll"
"Level 1 dakedo Unique Skill de Saikyou desu";"summer";"Maho Film";"Harem|Isekai|Reincarnation";"Fantasy";"08/07/2023";"Saturdays at 22:00 (JST)";"6.23";"56.406";"PG-13 - Teens 13 or older";"115.165";"297";"Kodansha|Tokyo MX|Amusement Media Academy|Crunchyroll|Production Ace|BS NTV|Kappa Entertainment";"N/A"
"Uchi no Kaisha no Chiisai Senpai no Hanashi";"summer";"Project No.9";"Adult Cast|Workplace";"Comedy|Romance";"02/07/2023";"Sundays at 01:30 (JST)";"6.9";"40.801";"PG-13 - Teens 13 or older";"109.278";"425";"TV Asahi|Takeshobo|Nagoya Broadcasting Network|Universal Music Japan|DMM.com|Kadokawa Media House|DMM pictures|My Theater D.D.|Good Smile Film|Bit grooove promotion|TV Asahi Music|Vobile Japan";"N/A"
"Seija Musou: Salaryman, Isekai de Ikinokoru Tame ni Ayumu Michi";"summer";"Yokohama Animation Laboratory|Cloud Hearts";"Isekai|Reincarnation";"Comedy|Fantasy";"07/07/2023";"Fridays at 01:28 (JST)";"7.11";"58.489";"PG-13 - Teens 13 or older";"108.459";"332";"TBS|Kodansha|NBCUniversal Entertainment Japan|BS11|Crunchyroll|Nichion|Micro Magazine Publishing|MAGNET";"N/A"
